103941	108.37.34.26	-14.7218796693	98.492631791
407901	155.1.146.133	27.5542952978	-133.049538377
73018	114.189.78.93	-67.567609197	-135.266614909
10294	55.79.200.184	-13.603698838	-90.9437461325
285764	177.173.229.141	-7.32559329389	-35.3835425391
355352	28.14.99.145	-86.4391537075	-58.320308356
77510	136.187.93.175	-52.482309878	11.6744854205
450249	113.226.52.79	-76.575877276	22.9839888409
42874	101.90.140.155	53.7627327134	-2.25086625421
332761	179.118.86.254	-88.0011196022	146.79724332
327700	150.105.48.80	21.6582605457	-166.190213352
359401	153.47.34.188	-42.2353222317	34.0645380964
347838	56.102.5.125	32.8732566396	-113.339800411
68421	116.158.190.126	32.2631895903	101.145591447
11387	142.68.57.151	-50.3528173607	8.27535361248
154728	35.142.35.228	-20.9116372314	44.0301083318
39267	204.196.230.100	25.1585827999	-162.729613209
338340	198.174.177.163	67.9733181234	-90.9426698688
274943	160.3.251.96	-17.0605410692	100.059854099
103267	114.198.89.246	87.0700910085	-144.201793672
294921	105.221.37.86	81.1971069356	72.1391877592
195731	15.102.51.93	-17.5843182031	-6.45859294179
10296	170.97.229.212	-69.0932249969	145.229815961
453599	14.235.191.131	-50.8295619798	51.6143398802
197973	121.176.246.196	72.6669306889	-126.85109725
177361	145.48.20.12	31.5398496904	73.154542523
2853	18.218.246.184	-11.0915649411	73.8802658153
438877	208.54.128.85	-47.7901328597	-130.343540471
61208	113.2.176.198	7.85582472188	-138.385457652
419928	39.157.20.146	-36.7140492848	60.9752710268
398936	251.95.177.113	70.2679775256	134.836705559
110311	239.72.247.245	77.7746234736	-155.141453598
340662	182.123.249.24	-72.0112859506	-164.446118979
25340	38.2.233.98	36.518984627	-50.7150684629
438761	207.140.44.109	-6.32537568482	-107.102028899
282873	105.105.234.53	-85.2861394828	-8.01023847788
181647	47.177.82.226	81.8105509314	-89.9961820395
40386	131.122.190.233	-27.3941455721	-97.4557117308
416772	253.31.169.12	56.7906025312	-18.0475110068
161974	162.242.216.139	-26.5300452395	162.433323051
399128	21.234.53.177	-2.52666217738	29.5569843083
289425	235.40.191.106	44.219156977	149.83817975
86213	125.172.130.187	-11.148032225	-105.831498574
213324	142.183.94.204	-55.1350892305	90.1992429511
44515	242.212.150.202	-24.7675982615	54.2853363187
37746	105.171.156.142	-79.8421872268	-153.796348623
120725	149.64.60.19	-29.9078645503	28.0009946944
135618	36.107.111.31	-40.6842509537	-136.923299423
442075	35.120.110.253	52.1932224672	-104.154187966
281781	140.46.246.58	13.3432962811	177.73088672
64514	63.56.21.64	-21.5480899702	-66.7581358772
310255	89.15.250.202	76.3451679585	-146.174888234
97907	135.180.157.11	79.4922093619	151.09605917
16311	52.196.232.139	-34.0329007023	98.6393654135
108575	199.40.242.150	72.509654976	-3.47975749381
344419	68.130.116.68	43.6273969319	106.368096718
366011	110.205.222.146	-15.3451226059	-81.5713909185
226047	93.187.135.8	69.1993705833	-154.18652236
375311	237.187.177.244	-76.2868710685	-20.1769656251
366153	148.173.42.15	1.24251143838	59.171110864
416558	208.102.200.139	-62.8950421329	-30.5467239548
69088	48.131.175.212	10.5185588018	94.0217047484
3020	74.8.36.194	-80.298365557	165.459423575
356394	83.214.137.3	40.7458934884	-16.6791152461
253921	160.234.23.77	54.5659884508	-50.6886418718
69676	53.175.137.68	5.28837127772	-129.908049045
339632	197.160.224.255	90.675461084	-175.522178502
23455	105.119.203.178	-29.6306840839	99.6944790574
139484	26.17.102.19	80.7906894902	36.3578381123
107872	32.240.40.181	80.1253118813	74.8173440073
212071	229.94.128.239	-60.551250427	85.7306031317
190028	28.28.188.124	-56.4559768506	132.029524079
85290	181.8.206.52	38.581817936	44.231292296
254245	142.242.23.6	-16.4820658544	75.0100211616
237052	127.252.107.192	76.9157759604	82.5485596321
218209	186.1.146.122	48.7675426716	156.419529654
442893	48.4.198.136	-5.95594899008	-165.359737569
401552	161.86.107.30	-79.5141601549	-129.42492004
365571	124.254.165.26	-38.7491260124	64.4300302251
4350	158.158.18.190	7.08389043355	60.5473408218
12847	165.131.109.224	-2.16035203496	-141.469470721
185463	10.165.253.142	21.5302684714	-12.7943432945
49275	99.105.36.205	-80.0266223573	87.145416513
11005	34.75.25.103	51.4598465646	-159.942948575
90387	12.231.172.12	-65.8091113393	-149.260470977
311625	172.130.1.13	34.9027034825	53.7107281839
90381	32.236.139.77	16.8595234345	22.120399417
23062	179.82.160.142	29.428472851	-55.0124951707
219573	237.173.215.179	38.4347093907	-77.0651993389
28496	224.42.9.31	-21.9714280991	-38.6742423532
45445	120.166.142.141	-39.8018374725	-141.245554109
126122	35.87.180.124	-32.6329906577	-57.2722904301
90367	12.27.167.46	48.7236311008	-165.083003215
45848	182.239.182.198	76.2224632653	-55.8797623871
374616	227.146.31.238	60.3703009033	27.4627566525
26439	153.156.243.83	-21.0269969966	-124.830797132
240187	180.30.204.37	-84.1886731713	129.858839277
244437	209.95.88.70	-18.9964066333	145.594948255
373480	136.56.150.86	-87.2043091008	121.183337292
145480	140.22.30.156	-26.4829783625	-158.31998869
52824	209.176.121.136	-35.1369120181	56.1348486411
370214	243.241.66.82	86.6089823173	-114.077646211
138041	188.97.107.198	-76.2550853493	64.051278085
73594	198.54.39.31	-17.4596085536	-41.2507070109
220127	228.160.131.25	29.3597809632	155.653328043
237143	245.178.233.228	-71.8618332413	-37.8528884326
240815	125.174.124.61	-32.0250858354	40.6645919821
177264	129.186.68.110	-38.0288725015	-85.6696691907
249318	73.16.58.147	72.4171558203	24.412998564
84192	174.95.39.52	8.33488548512	68.9427565324
42643	95.106.90.155	23.5056498688	5.75079102003
99199	61.63.73.211	77.8847748447	-168.307835874
224113	5.237.61.117	56.614015277	50.9815834147
342804	182.100.200.162	47.519884533	112.110991728
91522	96.212.241.94	76.121540479	13.1107714315
241244	248.123.255.66	72.4369408828	-47.4088123229
438280	29.76.252.243	-59.1252125685	45.8600614977
259643	176.167.185.75	-72.6705580823	-99.2712841589
396750	245.11.38.15	-37.9251111906	-8.7208001391
313970	193.7.192.88	55.1183376124	25.7685498969
291148	171.24.250.76	11.1147193168	-153.782861973
218980	32.52.133.134	-50.081576907	36.1959143934
350026	100.12.192.22	65.4261729321	-133.000743702
346889	10.92.120.207	-60.2169280856	53.6763853362
341982	234.169.217.70	46.5118982596	142.428202334
410959	52.6.175.120	-17.2612596054	-142.916524291
413553	188.221.153.68	61.4195389822	171.168619919
243160	88.205.176.44	-45.5253563734	159.966364415
132902	106.87.7.250	0.934578470946	123.3234255
56576	234.207.178.127	-57.3879699767	-63.2806582645
39876	148.29.120.187	-37.5046574437	63.828335364
430533	59.145.193.27	-56.6215792743	-163.675824879
443114	44.65.192.150	11.5141001752	-77.3358968565
195148	106.124.106.228	-2.3436689189	179.845202224
341316	240.120.71.218	89.6934038443	-114.648574387
84686	29.67.77.105	-12.6703022955	174.999802599
67907	168.114.184.70	-87.6480072189	-109.534678352
27130	113.251.62.171	45.3080293154	-112.597699874
24392	187.47.123.213	7.28080531568	180.75810066
224471	48.243.43.205	18.2247804887	-163.26667638
5817	165.216.111.13	0.515659323471	76.7689641288
30638	115.213.247.155	17.5326930586	39.7191153167
157791	64.207.119.64	11.7864737506	-134.595367985
10611	236.23.65.29	80.156626148	103.485715626
451093	163.141.194.32	34.3462948303	128.243407867
28423	229.138.188.222	-63.0861753134	118.727503643
360473	90.162.193.200	-57.1197669771	-156.434112846
22758	25.64.54.64	-80.6210323152	-93.1679639393
307327	73.119.74.108	36.7316305403	41.381099784
116588	220.8.10.91	18.0510493129	-113.494730552
307554	115.63.191.238	68.7624222865	-136.745243137
83647	121.139.49.3	-16.2257326246	99.7562946045
209561	5.111.12.110	2.67912888602	119.600040347
235036	86.111.30.166	21.4081890435	-64.8391019866
19562	93.143.151.139	73.8520632562	-30.5739265505
10835	1.11.42.39	8.21376144975	-172.154597076
181200	233.206.128.220	66.0660912327	-40.7391218677
10939	223.31.140.10	-41.9305274268	174.75936221
18631	245.166.131.149	-73.1787711797	-18.1175875862
431290	148.114.210.208	-80.5836448641	108.285983116
211724	132.69.126.236	-37.7654015417	41.503510222
153737	210.76.16.144	1.83790958574	-178.015537658
394932	180.118.48.189	28.1462925768	-3.4473346159
125781	6.124.150.215	7.71523684397	87.6306479174
12492	245.179.76.68	55.1519411225	83.5493147903
23002	215.141.176.103	-49.6658806751	-174.757216744
288763	164.77.178.19	23.7209226905	44.1333117945
401418	148.141.116.212	54.1058799224	-159.641122388
243418	128.32.241.21	83.1738050764	78.9806205572
420847	159.202.128.243	68.9685370103	-128.833049345
184897	79.136.170.245	-1.74833305183	-84.3948046989
192956	124.135.245.229	-67.7654048602	-113.03165946
1006	211.236.13.62	10.8566499649	-135.170758175
161194	119.151.157.94	71.3165493643	151.776460133
421284	150.18.59.254	24.3892643195	-79.2832833168
36278	230.56.153.170	16.2880404602	-167.270231607
199338	57.138.186.170	46.9034847712	89.5110758088
29566	187.209.130.72	37.7731932242	178.942900939
161819	80.77.191.125	41.8659954287	-68.7028658787
57764	72.106.84.5	70.5372597182	-17.7346372782
207785	209.78.172.162	-43.5794181713	6.90243460306
27951	77.6.218.92	54.7265801975	5.35857976833
85493	164.245.96.14	-16.7546198287	-68.4268333666
127396	156.215.89.27	64.1789705685	-70.6960904085
417166	138.130.58.191	25.653200441	38.8778549815
298202	125.68.102.6	22.3737046091	-159.648309579
161788	121.23.245.179	-49.0194851526	46.5148689655
271166	119.240.163.212	86.361655691	130.744863296
303048	2.149.211.176	-40.6105399846	-120.003644748
371564	175.172.210.141	18.1999103731	-104.678549064
64302	218.250.34.40	-9.27777215667	120.451148084
355598	27.105.136.102	76.8667843887	-132.793476066
177421	25.95.113.59	76.1524007123	132.964945574
311651	115.37.234.245	35.4433445154	16.213004853
416806	125.178.39.102	-84.5122893434	-27.4119331829
155034	41.108.59.199	-87.1694355085	-98.1727285171
173515	160.196.214.205	-8.09378712991	-80.5362407999
280875	150.110.24.121	-49.2421743206	-47.1205689428
327757	219.176.184.85	-62.7412512321	-17.763441674
199578	130.139.218.119	21.5447177139	-151.603211381
31043	199.105.65.174	15.9182795502	-172.228070124
66501	11.82.231.34	78.6547330296	41.3052992105
262315	101.247.141.11	20.2745920441	-148.444065114
435174	144.114.188.251	73.2280057118	167.244794515
219447	47.26.218.145	-12.8672196804	17.0500020246
8058	95.115.125.143	-6.03066261101	-8.17401427491
78964	144.244.155.244	30.6942097484	63.1485023869
420428	81.12.165.36	-72.9040552614	-113.980018985
426284	103.160.175.36	9.19817466864	-11.2973570422
343884	143.83.100.55	34.623584803	-107.493495551
187916	74.180.97.133	-4.86463973374	-55.5787008609
142280	46.20.145.87	-75.7877579147	178.619452281
13683	128.202.40.193	-64.272124481	164.763475751
196168	159.49.19.88	-43.3140163648	145.96534715
71752	70.170.108.71	51.2821917849	17.4331740893
60641	79.51.53.6	-56.473081637	-7.17889186763
19060	160.114.31.245	-36.1559961723	35.2455125859
241297	132.72.97.200	-40.9184998955	120.080236524
297951	206.158.42.57	88.8621697374	59.6491296001
63123	104.126.238.195	-37.3816800784	153.733611688
84143	110.160.64.32	-5.0280857984	-115.021081153
202522	145.68.227.131	33.3574659427	41.3838293268
187314	214.140.151.28	-6.38654078081	49.9202191039
87033	239.166.55.113	26.6337256188	-34.5666224971
376	57.146.95.11	-57.7398867007	114.494427071
19367	46.124.174.127	56.2514898889	-73.2260111133
449250	255.115.56.247	59.6145659494	-147.439364284
280451	209.241.233.202	-48.0018778067	76.4908920992
354247	3.89.184.219	-72.0677242586	-3.88061250882
380568	136.61.28.10	-41.0508473026	-147.066161554
114479	99.212.112.131	17.7878637665	89.7465220466
377230	181.11.145.52	-0.687101407298	63.3763341138
43192	73.46.204.134	-60.0942858414	-25.7191669288
370192	240.62.101.224	22.4194173494	-88.4925406469
243947	53.127.232.61	-20.1454792552	61.9003113589
35520	123.210.228.199	-10.998841141	-112.727518723
409250	54.129.149.194	-17.9204840963	-74.4111826354
